transfer_id,originator_address,beneficiary_address,originator_identity,beneficiary_identity,kyc_status,counterparty_vasp_status,approved_asset,approved_amount_limit_eth,approved_destination,approved_period_start,approved_period_end,requested_asset,requested_amount_eth,requested_destination,requested_at,transaction_identifier,tx_hash,execution_status,ethereum_block_number,ethereum_transaction_index,baseline_policy_decision
DA-V3-00346,0x3496068d6202e57091985ab26427cb880a6a9237,0x4313c378cc91ea583c91387b9216e2c03096b27f,VASPCUST-S-0134,VASPCUST-B-0038,VERIFIED,VERIFIED,ETH,0.05,0x4313c378cc91ea583c91387b9216e2c03096b27f,2026-01-01T00:00:00+00:00,2026-01-15T23:59:59+00:00,ETH,1.3e-05,0x4313c378cc91ea583c91387b9216e2c03096b27f,2026-09-07T01:07:47+00:00,0xf5c0c7620cdc8566f00aa894ee72f8ec0e6d7ab8dc722aff10fd5a9ee70d883f,0xf5c0c7620cdc8566f00aa894ee72f8ec0e6d7ab8dc722aff10fd5a9ee70d883f,UNKNOWN_STATUS_NOT_EXTRACTED,25921697,100,PASS
DA-V3-00347,0xd267b3c8c9c2d590e10dcafd100a810526ef14f1,0xbadb1a7dfc92cc216f8dd4b70aa85171f607d221,VASPCUST-S-0135,VASPCUST-B-0039,VERIFIED,VERIFIED,ETH,0.25,0xbadb1a7dfc92cc216f8dd4b70aa85171f607d221,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.010978399999,0xbadb1a7dfc92cc216f8dd4b70aa85171f607d221,2026-09-07T01:08:47+00:00,0x5594e4b8e1e1d146c35eeab6f9ebd1b861ed294a12718a48f9abb2ff2ad1cf23,0x5594e4b8e1e1d146c35eeab6f9ebd1b861ed294a12718a48f9abb2ff2ad1cf23,UNKNOWN_STATUS_NOT_EXTRACTED,25921697,143,PASS
DA-V3-00348,0x7fe5b1b628fb71a3577bbfc2c4ad26be3be231d3,0x0000000000000068f116a894984e2db1123eb395,VASPCUST-S-0136,VASPCUST-B-0040,VERIFIED,VERIFIED,ETH,1.0,0x0000000000000068f116a894984e2db1123eb395,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,3.9e-17,0x0000000000000068f116a894984e2db1123eb395,2026-09-07T01:09:47+00:00,0xaee2bc297656699d01293296bba7bfe53165ece3b680198d5a09efb6cc848f6e,0xaee2bc297656699d01293296bba7bfe53165ece3b680198d5a09efb6cc848f6e,UNKNOWN_STATUS_NOT_EXTRACTED,25921696,20,PASS
DA-V3-00349,0x739212d5bafe6aac8be49a60b7d003bd41dbf38b,0x51c72848c68a965f66fa7a88855f9f7784502a7f,VASPCUST-S-0137,VASPCUST-B-0041,VERIFIED,VERIFIED,ETH,5.0,0x51c72848c68a965f66fa7a88855f9f7784502a7f,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.068,0x51c72848c68a965f66fa7a88855f9f7784502a7f,2026-09-07T01:10:47+00:00,0x9b01d8a73c5dfba7512e9c1ab0d3dfd699a91ad77ebcf02c56c81625b21c63db,0x9b01d8a73c5dfba7512e9c1ab0d3dfd699a91ad77ebcf02c56c81625b21c63db,UNKNOWN_STATUS_NOT_EXTRACTED,25921696,63,PASS
DA-V3-00350,0xec7199e57e69f2f9cf7dbe60e829a4f9a4410ac9,0xdac17f958d2ee523a2206206994597c13d831ec7,VASPCUST-S-0138,VASPCUST-B-0042,VERIFIED,VERIFIED,ETH,20.0,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.001488408125,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-09-07T01:11:47+00:00,0x94aa4ee08400567a93d1d01f137e54ffc2f83d81857bb0be8af55ce24556e578,0x94aa4ee08400567a93d1d01f137e54ffc2f83d81857bb0be8af55ce24556e578,UNKNOWN_STATUS_NOT_EXTRACTED,25921696,106,PASS
DA-V3-00351,0x73f5b330e52f895893cc4f0bf3cf763f7ab5ef5f,0x7d31942d19ebc1afa1a5bf12e9699b3e736a57f6,VASPCUST-S-0139,VASPCUST-B-0043,VERIFIED,VERIFIED,ETH,0.05,0x7d31942d19ebc1afa1a5bf12e9699b3e736a57f6,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.0006,0x7d31942d19ebc1afa1a5bf12e9699b3e736a57f6,2026-09-07T01:12:47+00:00,0xa1b9584227fda6d5701fb031ffb410df8a5040ff6203c95774c579bfbb393b30,0xa1b9584227fda6d5701fb031ffb410df8a5040ff6203c95774c579bfbb393b30,UNKNOWN_STATUS_NOT_EXTRACTED,25921696,149,PASS
DA-V3-00352,0x16046af1bdb9e3ef5a677b55ef867074eae40b8f,0xcb323294d1cfb4547126b0e299af2e1fab7f1943,VASPCUST-S-0140,VASPCUST-B-0044,VERIFIED,VERIFIED,ETH,0.25,0xcb323294d1cfb4547126b0e299af2e1fab7f1943,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.00999405254884,0xcb323294d1cfb4547126b0e299af2e1fab7f1943,2026-09-07T01:13:35+00:00,0xe281f793f06c78a9066046c8267c6d245e182fc316ef5f3c0daca5acd427d3f9,0xe281f793f06c78a9066046c8267c6d245e182fc316ef5f3c0daca5acd427d3f9,UNKNOWN_STATUS_NOT_EXTRACTED,25921696,192,PASS
DA-V3-00353,0x785bc2484a15dc9a8b644024fc142e8bca1289ae,0x4337084d9e255ff0702461cf8895ce9e3b5ff108,VASPCUST-S-0141,VASPCUST-B-0045,FAILED,UNKNOWN,ETH,1.0,0x4337084d9e255ff0702461cf8895ce9e3b5ff108,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.04,0x4337084d9e255ff0702461cf8895ce9e3b5ff108,2026-09-07T01:14:35+00:00,0xe432ce6f4ab2bf2d2c787c38148902f697d155b89d75e05dcedb605e1a7072ed,0xe432ce6f4ab2bf2d2c787c38148902f697d155b89d75e05dcedb605e1a7072ed,UNKNOWN_STATUS_NOT_EXTRACTED,25921695,13,REVIEW
DA-V3-00354,0x59aab1bd0d26290274398c07b55955c15425e16b,0xbd0d173eeb87d57a09521c24388a12789f33ba96,VASPCUST-S-0142,VASPCUST-B-0046,VERIFIED,VERIFIED,ETH,5.0,0xbd0d173eeb87d57a09521c24388a12789f33ba96,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,3.33e-06,0xbd0d173eeb87d57a09521c24388a12789f33ba96,2026-09-07T01:15:35+00:00,0xa8b3dc8d528173a252fd589b236fc9faf002c516adb0aac93d4294fc1bc427cc,0xa8b3dc8d528173a252fd589b236fc9faf002c516adb0aac93d4294fc1bc427cc,UNKNOWN_STATUS_NOT_EXTRACTED,25921695,56,PASS
DA-V3-00355,0x9696f59e4d72e237be84ffd425dcad154bf96976,0x0361897d757d13a4afad64a2e1bc561b96a8c7cf,VASPCUST-S-0143,VASPCUST-B-0047,VERIFIED,VERIFIED,ETH,20.0,0x0361897d757d13a4afad64a2e1bc561b96a8c7cf,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.00411896,0x0361897d757d13a4afad64a2e1bc561b96a8c7cf,2026-09-07T01:16:35+00:00,0x843882240fb0884e23183ee5c5a9236a60bd08b0b9f461290607ed4c629fd541,0x843882240fb0884e23183ee5c5a9236a60bd08b0b9f461290607ed4c629fd541,UNKNOWN_STATUS_NOT_EXTRACTED,25921695,99,PASS
DA-V3-00356,0x1584a8ee67789d1fe161065388657ad2f2a3c7dd,0x6a000f20005980200259b80c5102003040001068,VASPCUST-S-0144,VASPCUST-B-0048,VERIFIED,VERIFIED,ETH,0.05,0x6a000f20005980200259b80c5102003040001068,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,9.57042702e-05,0x6a000f20005980200259b80c5102003040001068,2026-09-07T01:17:35+00:00,0x564a87c321585f2368eccb81135fb135b770a1d0b7f901fcf2ca0ff7b4b90963,0x564a87c321585f2368eccb81135fb135b770a1d0b7f901fcf2ca0ff7b4b90963,UNKNOWN_STATUS_NOT_EXTRACTED,25921695,142,PASS
DA-V3-00357,0xfbc8c2647c8fb0b27566fdcb06eb84976a8cd810,0x9a9ee78e348634f1e011f7a9f364fc44380dd70b,VASPCUST-S-0145,VASPCUST-B-0049,VERIFIED,VERIFIED,ETH,0.25,0x9a9ee78e348634f1e011f7a9f364fc44380dd70b,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.6578,0x9a9ee78e348634f1e011f7a9f364fc44380dd70b,2026-09-07T01:18:35+00:00,0x5065085a99e79fc05f8ab2ba7b223793a033717e7496faeb9a0157fdb77b0a4d,0x5065085a99e79fc05f8ab2ba7b223793a033717e7496faeb9a0157fdb77b0a4d,UNKNOWN_STATUS_NOT_EXTRACTED,25921695,185,BLOCK
DA-V3-00358,0xaeec7b44350f3b7fa79c9764d627ba0e4690e877,0x2cff890f0378a11913b6129b2e97417a2c302680,VASPCUST-S-0146,VASPCUST-B-0050,VERIFIED,VERIFIED,ETH,1.0,0x2cff890f0378a11913b6129b2e97417a2c302680,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,0.1454117787610003,0x2cff890f0378a11913b6129b2e97417a2c302680,2026-09-07T01:19:35+00:00,0x18a26b1af16aa18cfcdbc9bcb500f954f23ae263ba6f98760b4eb6f4bd5060e2,0x18a26b1af16aa18cfcdbc9bcb500f954f23ae263ba6f98760b4eb6f4bd5060e2,UNKNOWN_STATUS_NOT_EXTRACTED,25921694,3,BLOCK
DA-V3-00359,0xb7762cf214aac6ea178bc597c1ad9a8e7091027d,0x487fafcadf0f380f176223c256380445a5322cd9,VASPCUST-S-0147,VASPCUST-B-0051,VERIFIED,VERIFIED,ETH,5.0,0x487fafcadf0f380f176223c256380445a5322cd9,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.009947055307895686,0x487fafcadf0f380f176223c256380445a5322cd9,2026-09-07T01:20:35+00:00,0x05ee0863ba2cbb5e92c5d221d1b32ce8860e4a7676f6730f1dc5509b6b973c08,0x05ee0863ba2cbb5e92c5d221d1b32ce8860e4a7676f6730f1dc5509b6b973c08,UNKNOWN_STATUS_NOT_EXTRACTED,25921694,46,PASS
DA-V3-00360,0xfc42be9494f1af6b03adad71811c62ada2d6f3c3,0xcdea0385014f27eed61780d9362aacb771d6eb2b,VASPCUST-S-0148,VASPCUST-B-0052,VERIFIED,VERIFIED,ETH,20.0,0xcdea0385014f27eed61780d9362aacb771d6eb2b,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.009996455280296778,0xcdea0385014f27eed61780d9362aacb771d6eb2b,2026-09-07T01:21:35+00:00,0x6ca3f714c424a8c6509702efbb3823c6df51936537339d8169fab64e21be5a34,0x6ca3f714c424a8c6509702efbb3823c6df51936537339d8169fab64e21be5a34,UNKNOWN_STATUS_NOT_EXTRACTED,25921694,89,PASS
DA-V3-00361,0x832abd0a752ad5501100aa59a972bf9d7f61a37b,0x626e8036deb333b408be468f951bdb42433cbf18,VASPCUST-S-0149,VASPCUST-B-0053,PENDING,VERIFIED,ETH,0.05,0x626e8036deb333b408be468f951bdb42433cbf18,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,1e-05,0x626e8036deb333b408be468f951bdb42433cbf18,2026-09-06T23:52:35+00:00,0x874595e22b36c7f6b5b2f21d55dc32c222adebd45e59f17867e55b65b4b0ae7a,0x874595e22b36c7f6b5b2f21d55dc32c222adebd45e59f17867e55b65b4b0ae7a,UNKNOWN_STATUS_NOT_EXTRACTED,25921694,132,REVIEW
DA-V3-00362,0x453dc79113f7c1d7c40ccc789a800d182f0146ee,0x9e285e2f286ee959e55ab492717afddfcd99b3dd,VASPCUST-S-0150,VASPCUST-B-0054,VERIFIED,VERIFIED,ETH,0.25,0x9e285e2f286ee959e55ab492717afddfcd99b3dd,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.4498,0x000000000000000000000000000000000000dEaD,2026-09-06T23:53:35+00:00,0x31f64237855277ae7ed7d16d429ad9a81fd4134ed1f1ff97f327212ead4df571,0x31f64237855277ae7ed7d16d429ad9a81fd4134ed1f1ff97f327212ead4df571,UNKNOWN_STATUS_NOT_EXTRACTED,25921694,175,BLOCK
DA-V3-00363,0xd5a287959e575212df14e37ba902c5b21e9fb4c8,0xeb943c230218e0da7b2ca18b81f7eb7fbbbe9665,VASPCUST-S-0151,VASPCUST-B-0055,VERIFIED,VERIFIED,ETH,1.0,0xeb943c230218e0da7b2ca18b81f7eb7fbbbe9665,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.114207683030475,0xeb943c230218e0da7b2ca18b81f7eb7fbbbe9665,2026-09-06T23:54:35+00:00,0xe0eee751b86ebbc9edaff5a6ee95df0a256ea987b683735e0e2ed9b8f3302bfe,0xe0eee751b86ebbc9edaff5a6ee95df0a256ea987b683735e0e2ed9b8f3302bfe,UNKNOWN_STATUS_NOT_EXTRACTED,25921694,218,PASS
DA-V3-00364,0x4e5b2e1dc63f6b91cb6cd759936495434c7e972f,0xfa84720dc394a14434a86cf0d12973a7fa6e8eea,VASPCUST-S-0152,VASPCUST-B-0056,VERIFIED,UNKNOWN,ETH,5.0,0xfa84720dc394a14434a86cf0d12973a7fa6e8eea,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.008134607103688,0xfa84720dc394a14434a86cf0d12973a7fa6e8eea,2026-09-06T23:55:23+00:00,0x7e1eaf6823c83698cf167a893a10033cd3be6abf5453d5def486b637aca4d733,0x7e1eaf6823c83698cf167a893a10033cd3be6abf5453d5def486b637aca4d733,UNKNOWN_STATUS_NOT_EXTRACTED,25921694,261,REVIEW
DA-V3-00365,0x185082be2b7ed0f6b7a52571902005e8a3e9b0e6,0xa960d3596ac187b490f718dfcf7a611ee35c23b1,VASPCUST-S-0153,VASPCUST-B-0057,VERIFIED,VERIFIED,ETH,20.0,0xa960d3596ac187b490f718dfcf7a611ee35c23b1,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.000877798466888312,0xa960d3596ac187b490f718dfcf7a611ee35c23b1,2026-09-06T23:56:23+00:00,0x891af2a976dfe0e41ee1fedceb9cab397cc7507cf085eaeed90a5af11826ed2f,0x891af2a976dfe0e41ee1fedceb9cab397cc7507cf085eaeed90a5af11826ed2f,UNKNOWN_STATUS_NOT_EXTRACTED,25921694,304,PASS
DA-V3-00366,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0xdac17f958d2ee523a2206206994597c13d831ec7,VASPCUST-S-0154,VASPCUST-B-0058,VERIFIED,VERIFIED,ETH,0.05,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.03621968,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-09-06T23:57:23+00:00,0x1efd3b7340df0cfc7aac78d4ff056db656077632665e562b3878ccb54fdd0a8e,0x1efd3b7340df0cfc7aac78d4ff056db656077632665e562b3878ccb54fdd0a8e,UNKNOWN_STATUS_NOT_EXTRACTED,25921694,347,PASS
DA-V3-00367,0x721bc1633350f86fd88b9e2cde1688a20929bddd,0xfeeeeee44046c3f61a8cc081e0918ef0de0a7ffc,VASPCUST-S-0155,VASPCUST-B-0059,VERIFIED,VERIFIED,ETH,0.25,0xfeeeeee44046c3f61a8cc081e0918ef0de0a7ffc,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.019902120325701,0xfeeeeee44046c3f61a8cc081e0918ef0de0a7ffc,2026-09-06T23:58:23+00:00,0x568830e163f44b34bc6cc5dbc64c5c92afdca366e49f9118334f188320d430dc,0x568830e163f44b34bc6cc5dbc64c5c92afdca366e49f9118334f188320d430dc,UNKNOWN_STATUS_NOT_EXTRACTED,25921694,390,PASS
DA-V3-00368,0x61b487ea6fa8d80b9fec6e19c41b7a1b193d4b83,0x4d9605e69ae3f09b1efc00c87a48c79114c1dd88,VASPCUST-S-0156,VASPCUST-B-0060,VERIFIED,VERIFIED,ETH,1.0,0x4d9605e69ae3f09b1efc00c87a48c79114c1dd88,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.0438496754836201,0x4d9605e69ae3f09b1efc00c87a48c79114c1dd88,2026-09-06T23:59:23+00:00,0x3d03c1c7ad490ad45f697d7c5ea274112c4dfd1e443b0291ed66016e8107de20,0x3d03c1c7ad490ad45f697d7c5ea274112c4dfd1e443b0291ed66016e8107de20,UNKNOWN_STATUS_NOT_EXTRACTED,25921694,433,PASS
DA-V3-00369,0x1954a989f9ab0a0dbfc00a5657251ddc7be1cd5b,0xdac17f958d2ee523a2206206994597c13d831ec7,VASPCUST-S-0157,VASPCUST-B-0061,FAILED,VERIFIED,ETH,5.0,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-01T00:00:00+00:00,2026-01-15T23:59:59+00:00,ETH,7.431551910990433,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-09-07T00:00:11+00:00,0x258e2ab0e81b846150d3ccb5a49d0b88fe46e5c8d8d7fc64d4bd1fc3152c88b8,0x258e2ab0e81b846150d3ccb5a49d0b88fe46e5c8d8d7fc64d4bd1fc3152c88b8,UNKNOWN_STATUS_NOT_EXTRACTED,25921694,476,REVIEW
DA-V3-00370,0x1af9cb1fd2cd17f3e017aecc6fef2240e553c0f0,0xa7eff68fda5ca1bd59979a6a69b2ec8c13e67c48,VASPCUST-S-0158,VASPCUST-B-0062,VERIFIED,VERIFIED,ETH,20.0,0xa7eff68fda5ca1bd59979a6a69b2ec8c13e67c48,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.35846999271588975,0xa7eff68fda5ca1bd59979a6a69b2ec8c13e67c48,2026-09-07T00:01:11+00:00,0x0b9d46c3bf6ef411e7638b076ece842a0192bfc9a611221df5d69ad8df0d5f2e,0x0b9d46c3bf6ef411e7638b076ece842a0192bfc9a611221df5d69ad8df0d5f2e,UNKNOWN_STATUS_NOT_EXTRACTED,25921694,519,PASS
DA-V3-00371,0x9642b23ed1e01df1092b92641051881a322f5d4e,0x5c7bcd6e7de5423a257d81b442095a1a6ced35c5,VASPCUST-S-0159,VASPCUST-B-0063,VERIFIED,VERIFIED,ETH,0.05,0x5c7bcd6e7de5423a257d81b442095a1a6ced35c5,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,2.194435e-11,0x5c7bcd6e7de5423a257d81b442095a1a6ced35c5,2026-09-07T00:02:11+00:00,0xf6d0d82fd6305e4286e70cd0cad5302e4269436422ee22c5215ee018825e20a8,0xf6d0d82fd6305e4286e70cd0cad5302e4269436422ee22c5215ee018825e20a8,UNKNOWN_STATUS_NOT_EXTRACTED,25921693,32,PASS
DA-V3-00372,0xfa176be60ee2227268030d245c4214599431d27f,0xdac17f958d2ee523a2206206994597c13d831ec7,VASPCUST-S-0160,VASPCUST-B-0064,VERIFIED,VERIFIED,ETH,0.25,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.000235159855345848,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-09-07T00:03:11+00:00,0xfbc62350c864d136b4c624be01162a4c8d7e2d4ab772641666ecef72d5dff29f,0xfbc62350c864d136b4c624be01162a4c8d7e2d4ab772641666ecef72d5dff29f,UNKNOWN_STATUS_NOT_EXTRACTED,25921693,75,PASS
DA-V3-00373,0x21451f397f523c29d767204cfab7921821c94172,0xdac17f958d2ee523a2206206994597c13d831ec7,VASPCUST-S-0161,VASPCUST-B-0065,VERIFIED,VERIFIED,ETH,1.0,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.057031985012914,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-09-07T00:04:11+00:00,0xe58f01913b9d61c270efcb28dbdbe5d38e6a8d83bbc059161a6bfc47874adf55,0xe58f01913b9d61c270efcb28dbdbe5d38e6a8d83bbc059161a6bfc47874adf55,UNKNOWN_STATUS_NOT_EXTRACTED,25921693,118,PASS
DA-V3-00374,0xe85091501587b32a323be2512b36fab392d7c6bc,0xfe60a9d06566be3301fa396e9d24ca5adfc1644a,VASPCUST-S-0162,VASPCUST-B-0066,VERIFIED,VERIFIED,ETH,5.0,0xfe60a9d06566be3301fa396e9d24ca5adfc1644a,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.009992438222119,0xfe60a9d06566be3301fa396e9d24ca5adfc1644a,2026-09-07T00:05:11+00:00,0x77c2f9170051ec39bbb6bf3c11a2e44c7484fbc7c9846bf38aeb638bcbf0fb9b,0x77c2f9170051ec39bbb6bf3c11a2e44c7484fbc7c9846bf38aeb638bcbf0fb9b,UNKNOWN_STATUS_NOT_EXTRACTED,25921693,161,PASS
DA-V3-00375,0x9971bfed7e71b338cc46383adc84625c0688f471,0x991b767357e9e728b5bdbdb089d16e2ffe919789,VASPCUST-S-0163,VASPCUST-B-0067,VERIFIED,UNKNOWN,ETH,20.0,0x991b767357e9e728b5bdbdb089d16e2ffe919789,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,0.05,0x991b767357e9e728b5bdbdb089d16e2ffe919789,2026-09-07T00:05:59+00:00,0xc31b501633edb1e4dee29196c29fc5e20fc462bc777a58617bb12df1826d21f4,0xc31b501633edb1e4dee29196c29fc5e20fc462bc777a58617bb12df1826d21f4,UNKNOWN_STATUS_NOT_EXTRACTED,25921693,204,REVIEW
DA-V3-00376,0x44117b76535fcf450a425356f8de620ac8856074,0x6c3ea9036406852006290770bedfcaba0e23a0e8,VASPCUST-S-0164,VASPCUST-B-0068,VERIFIED,VERIFIED,ETH,0.05,0x6c3ea9036406852006290770bedfcaba0e23a0e8,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,1.99993,0x6c3ea9036406852006290770bedfcaba0e23a0e8,2026-09-07T00:06:59+00:00,0xa0a50464479679358c1b7bceced02ba44a71c232275a4b4324b3428f81a032b9,0xa0a50464479679358c1b7bceced02ba44a71c232275a4b4324b3428f81a032b9,UNKNOWN_STATUS_NOT_EXTRACTED,25921693,247,BLOCK
DA-V3-00377,0x1e5c281f85d140775c43ae9bc5b5477339f3bb5b,0xb82891798c4ea28dce04365cf74128e1e546b4de,VASPCUST-S-0165,VASPCUST-B-0069,PENDING,VERIFIED,ETH,0.25,0xb82891798c4ea28dce04365cf74128e1e546b4de,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.2297555789124518,0xb82891798c4ea28dce04365cf74128e1e546b4de,2026-09-07T00:07:47+00:00,0x06f27da77159d2e3cb0e24e14c1dacef61c7f9054cd0085562f6572e87949630,0x06f27da77159d2e3cb0e24e14c1dacef61c7f9054cd0085562f6572e87949630,UNKNOWN_STATUS_NOT_EXTRACTED,25921693,290,REVIEW
DA-V3-00378,0x307576dd4f73f91bb8c4a2edb762938e8e067d31,0x6872b6630a3afcd3117191a8403c2002e13df7de,VASPCUST-S-0166,VASPCUST-B-0070,VERIFIED,VERIFIED,ETH,1.0,0x6872b6630a3afcd3117191a8403c2002e13df7de,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.001,0x6872b6630a3afcd3117191a8403c2002e13df7de,2026-09-07T00:08:47+00:00,0x4b75e02ac083a0319158bc25e8a94c8ea1608a1fc9e22ff98076f48d3a29c049,0x4b75e02ac083a0319158bc25e8a94c8ea1608a1fc9e22ff98076f48d3a29c049,UNKNOWN_STATUS_NOT_EXTRACTED,25921693,333,PASS
DA-V3-00379,0x9b009b64680b23050676ff7018bf1a7c8241cb03,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,VASPCUST-S-0167,VASPCUST-B-0071,VERIFIED,VERIFIED,ETH,5.0,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.000438526546158937,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2026-09-07T00:09:47+00:00,0xe1c7e0537edb2f9d75c022108303fa19601ea5ed78ce4243b24311e24e214265,0xe1c7e0537edb2f9d75c022108303fa19601ea5ed78ce4243b24311e24e214265,UNKNOWN_STATUS_NOT_EXTRACTED,25921692,24,PASS
DA-V3-00380,0xbbfcc87ffe39264dcff615aed4168f8dd81d1a6c,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,VASPCUST-S-0168,VASPCUST-B-0072,VERIFIED,VERIFIED,ETH,20.0,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,1e-09,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,2026-09-07T00:10:47+00:00,0x5aaed0ca1de96aa652238fd28ac48981a6f39d17fbc5f3ce718017a2fb165ad8,0x5aaed0ca1de96aa652238fd28ac48981a6f39d17fbc5f3ce718017a2fb165ad8,UNKNOWN_STATUS_NOT_EXTRACTED,25921692,67,PASS
DA-V3-00381,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xb81280b1dd9925b838d0b2b080ed0bcfb6cf9fc8,VASPCUST-S-0169,VASPCUST-B-0073,VERIFIED,VERIFIED,ETH,0.05,0xb81280b1dd9925b838d0b2b080ed0bcfb6cf9fc8,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.005421056283393914,0x000000000000000000000000000000000000dEaD,2026-09-07T00:11:47+00:00,0xbce3719f4f66f5d3c325944fe7490630f20e84a5dd5028b4bba3608d00514da4,0xbce3719f4f66f5d3c325944fe7490630f20e84a5dd5028b4bba3608d00514da4,UNKNOWN_STATUS_NOT_EXTRACTED,25921691,39,BLOCK
DA-V3-00382,0x04d6f7027ae7ce52654aa21bfb67802f0c9ea303,0x22080792a43c0d34c7d83fdce5d9b5186b4eaf64,VASPCUST-S-0170,VASPCUST-B-0074,VERIFIED,VERIFIED,ETH,0.25,0x22080792a43c0d34c7d83fdce5d9b5186b4eaf64,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.021897234778942582,0x22080792a43c0d34c7d83fdce5d9b5186b4eaf64,2026-09-07T00:12:47+00:00,0x7d221802cb6ef8d9c6aba904c3259ac4f96d2591de3b9c3daae60af969156e05,0x7d221802cb6ef8d9c6aba904c3259ac4f96d2591de3b9c3daae60af969156e05,UNKNOWN_STATUS_NOT_EXTRACTED,25921691,82,PASS
DA-V3-00383,0x9cbd8b4c866f49cac180c69098631e98e712dcbb,0xdac17f958d2ee523a2206206994597c13d831ec7,VASPCUST-S-0171,VASPCUST-B-0075,VERIFIED,VERIFIED,ETH,1.0,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,19.98147072398262,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-09-07T00:13:35+00:00,0x32cca7c607caf4544c8b1232c2ff5df927125f4929b69050f12b73df68fc95c9,0x32cca7c607caf4544c8b1232c2ff5df927125f4929b69050f12b73df68fc95c9,UNKNOWN_STATUS_NOT_EXTRACTED,25921690,9,BLOCK
