transfer_id,originator_id,beneficiary_id,originator_address,beneficiary_address,kyc_status,counterparty_vasp_status,approved_asset,approved_amount_limit,approved_destination,approved_period_start,approved_period_end,requested_asset,requested_amount,requested_destination,requested_at,transaction_identifier,execution_status,actual_distribution_basis,actual_rating_proxy,baseline_policy_decision
DA-V2-00156,OTC-SRC-1736,OTC-DST-1217,,,VERIFIED,VERIFIED,USDC,1000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,1018.5,GLOBAL-VASP-C,2026-03-23T19:55:00+00:00,DERIVED-OTC-00156,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00157,OTC-SRC-537,OTC-DST-1788,,,VERIFIED,UNKNOWN,BTC,5000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,2310.0,UNKNOWN_VASP,2026-03-24T20:12:00+00:00,DERIVED-OTC-00157,EXECUTED,SNAP_BITCOIN_OTC,2,REVIEW
DA-V2-00158,OTC-SRC-1762,OTC-DST-1543,,,FAILED,VERIFIED,ETH,500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,6300.0,KR-VASP-B,2026-03-24T20:29:00+00:00,DERIVED-OTC-00158,EXECUTED,SNAP_BITCOIN_OTC,-8,REVIEW
DA-V2-00159,OTC-SRC-178,OTC-DST-1543,,,FAILED,VERIFIED,USDT,5000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,13500.0,GLOBAL-VASP-C,2026-03-24T20:46:00+00:00,DERIVED-OTC-00159,EXECUTED,SNAP_BITCOIN_OTC,-10,REVIEW
DA-V2-00160,OTC-SRC-1317,OTC-DST-2695,,,VERIFIED,VERIFIED,USDC,1000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,19800.0,KR-VASP-A,2026-03-25T21:03:00+00:00,DERIVED-OTC-00160,EXECUTED,SNAP_BITCOIN_OTC,2,BLOCK
DA-V2-00161,OTC-SRC-1693,OTC-DST-2717,,,VERIFIED,VERIFIED,BTC,1000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,31.5,KR-VASP-B,2026-03-25T21:20:00+00:00,DERIVED-OTC-00161,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00162,OTC-SRC-1795,OTC-DST-361,,,FAILED,VERIFIED,ETH,2500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,63.0,GLOBAL-VASP-C,2026-03-26T21:37:00+00:00,DERIVED-OTC-00162,PENDING_RESULT,SNAP_BITCOIN_OTC,-1,REVIEW
DA-V2-00163,OTC-SRC-1800,OTC-DST-1615,,,FAILED,VERIFIED,USDT,5000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,115.5,KR-VASP-A,2026-03-27T21:54:00+00:00,DERIVED-OTC-00163,EXECUTED,SNAP_BITCOIN_OTC,-1,REVIEW
DA-V2-00164,OTC-SRC-1809,OTC-DST-2766,,,VERIFIED,VERIFIED,USDC,10000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,252.0,KR-VASP-B,2026-03-27T22:11:00+00:00,DERIVED-OTC-00164,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00165,OTC-SRC-304,OTC-DST-2125,,,VERIFIED,VERIFIED,BTC,500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,546.0,GLOBAL-VASP-C,2026-03-28T22:28:00+00:00,DERIVED-OTC-00165,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00166,OTC-SRC-1386,OTC-DST-2780,,,VERIFIED,VERIFIED,ETH,1000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,1018.5,KR-VASP-A,2026-03-29T22:45:00+00:00,DERIVED-OTC-00166,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00167,OTC-SRC-1833,OTC-DST-2778,,,VERIFIED,VERIFIED,USDT,2500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,2205.0,KR-VASP-B,2026-03-30T23:02:00+00:00,DERIVED-OTC-00167,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00168,OTC-SRC-1712,OTC-DST-2657,,,VERIFIED,VERIFIED,USDC,5000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,4725.0,GLOBAL-VASP-C,2026-03-31T23:19:00+00:00,DERIVED-OTC-00168,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00169,OTC-SRC-1771,OTC-DST-2839,,,VERIFIED,VERIFIED,BTC,1000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,10350.0,KR-VASP-A,2026-03-31T23:36:00+00:00,DERIVED-OTC-00169,PENDING_RESULT,SNAP_BITCOIN_OTC,3,BLOCK
DA-V2-00170,OTC-SRC-1386,OTC-DST-2214,,,VERIFIED,UNKNOWN,ETH,500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,18900.0,UNKNOWN_VASP,2026-04-01T23:53:00+00:00,DERIVED-OTC-00170,EXECUTED,SNAP_BITCOIN_OTC,1,REVIEW
DA-V2-00171,OTC-SRC-1744,OTC-DST-2867,,,VERIFIED,VERIFIED,USDT,1000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-01-15T23:59:59+00:00,USDT,31.5,GLOBAL-VASP-C,2026-04-01T00:10:00+00:00,DERIVED-OTC-00171,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00172,OTC-SRC-1620,OTC-DST-1899,,,FAILED,VERIFIED,USDC,1000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,90.0,KR-VASP-A,2026-04-02T00:27:00+00:00,DERIVED-OTC-00172,EXECUTED,SNAP_BITCOIN_OTC,-10,REVIEW
DA-V2-00173,OTC-SRC-1860,OTC-DST-2728,,,VERIFIED,VERIFIED,BTC,10000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,121.0,KR-VASP-B,2026-04-02T00:44:00+00:00,DERIVED-OTC-00173,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00174,OTC-SRC-1755,OTC-DST-1334,,,VERIFIED,VERIFIED,ETH,1000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,276.0,GLOBAL-VASP-C,2026-04-03T01:01:00+00:00,DERIVED-OTC-00174,EXECUTED,SNAP_BITCOIN_OTC,3,PASS
DA-V2-00175,OTC-SRC-1900,OTC-DST-20,,,VERIFIED,VERIFIED,USDT,500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,546.0,KR-VASP-A,2026-04-04T01:18:00+00:00,DERIVED-OTC-00175,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00176,OTC-SRC-1920,OTC-DST-654,,,VERIFIED,VERIFIED,USDC,1000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,1018.5,KR-VASP-B,2026-04-05T01:35:00+00:00,DERIVED-OTC-00176,PENDING_RESULT,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00177,OTC-SRC-1773,OTC-DST-2880,,,VERIFIED,VERIFIED,BTC,2500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,2205.0,GLOBAL-VASP-C,2026-04-05T01:52:00+00:00,DERIVED-OTC-00177,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00178,OTC-SRC-363,OTC-DST-2943,,,VERIFIED,VERIFIED,ETH,10000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,4950.0,KR-VASP-A,2026-04-07T02:09:00+00:00,DERIVED-OTC-00178,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00179,OTC-SRC-1933,OTC-DST-2964,,,VERIFIED,VERIFIED,USDT,10000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,9450.0,KR-VASP-B,2026-04-08T02:26:00+00:00,DERIVED-OTC-00179,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00180,OTC-SRC-1953,OTC-DST-1897,,,VERIFIED,VERIFIED,USDC,500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,18900.0,GLOBAL-VASP-C,2026-04-08T02:43:00+00:00,DERIVED-OTC-00180,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00181,OTC-SRC-905,OTC-DST-2770,,,PENDING,VERIFIED,BTC,1000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,31.5,KR-VASP-A,2026-04-09T03:00:00+00:00,DERIVED-OTC-00181,EXECUTED,SNAP_BITCOIN_OTC,1,REVIEW
DA-V2-00182,OTC-SRC-35,OTC-DST-2194,,,VERIFIED,VERIFIED,ETH,2500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,63.0,KR-VASP-B,2026-04-11T03:17:00+00:00,DERIVED-OTC-00182,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00183,OTC-SRC-1981,OTC-DST-2880,,,FAILED,UNKNOWN,USDT,2500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,165.0,UNKNOWN_VASP,2026-04-12T03:34:00+00:00,DERIVED-OTC-00183,PENDING_RESULT,SNAP_BITCOIN_OTC,-10,REVIEW
DA-V2-00184,OTC-SRC-1396,OTC-DST-3082,,,VERIFIED,VERIFIED,USDC,5000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,360.0,KR-VASP-A,2026-04-13T03:51:00+00:00,DERIVED-OTC-00184,EXECUTED,SNAP_BITCOIN_OTC,10,PASS
DA-V2-00185,OTC-SRC-1656,OTC-DST-3059,,,VERIFIED,VERIFIED,BTC,500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,546.0,KR-VASP-B,2026-04-15T04:08:00+00:00,DERIVED-OTC-00185,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00186,OTC-SRC-35,OTC-DST-3099,,,VERIFIED,VERIFIED,ETH,5000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,1115.5,GLOBAL-VASP-C,2026-04-16T04:25:00+00:00,DERIVED-OTC-00186,EXECUTED,SNAP_BITCOIN_OTC,3,PASS
DA-V2-00187,OTC-SRC-1832,OTC-DST-2817,,,FAILED,VERIFIED,USDT,10000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,2415.0,KR-VASP-A,2026-04-18T04:42:00+00:00,DERIVED-OTC-00187,EXECUTED,SNAP_BITCOIN_OTC,-3,REVIEW
DA-V2-00188,OTC-SRC-350,OTC-DST-3149,,,VERIFIED,VERIFIED,USDC,5000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-01-15T23:59:59+00:00,UNAPPROVED_TOKEN,4725.0,KR-VASP-B,2026-04-19T04:59:00+00:00,DERIVED-OTC-00188,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00189,OTC-SRC-1317,OTC-DST-3092,,,VERIFIED,VERIFIED,BTC,10000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,9450.0,GLOBAL-VASP-C,2026-04-22T05:16:00+00:00,DERIVED-OTC-00189,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00190,OTC-SRC-41,OTC-DST-1779,,,PENDING,VERIFIED,ETH,500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,18900.0,KR-VASP-A,2026-04-23T05:33:00+00:00,DERIVED-OTC-00190,PENDING_RESULT,SNAP_BITCOIN_OTC,1,REVIEW
DA-V2-00191,OTC-SRC-1499,OTC-DST-3195,,,VERIFIED,VERIFIED,USDT,1000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,31.5,KR-VASP-B,2026-04-24T05:50:00+00:00,DERIVED-OTC-00191,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00192,OTC-SRC-2066,OTC-DST-1810,,,VERIFIED,VERIFIED,USDC,2500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,63.0,GLOBAL-VASP-C,2026-04-27T06:07:00+00:00,DERIVED-OTC-00192,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00193,OTC-SRC-13,OTC-DST-2485,,,VERIFIED,VERIFIED,BTC,10000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,121.0,KR-VASP-A,2026-04-28T06:24:00+00:00,DERIVED-OTC-00193,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00194,OTC-SRC-2080,OTC-DST-3242,,,FAILED,VERIFIED,ETH,5000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,360.0,KR-VASP-B,2026-04-30T06:41:00+00:00,DERIVED-OTC-00194,EXECUTED,SNAP_BITCOIN_OTC,-10,REVIEW
DA-V2-00195,OTC-SRC-1615,OTC-DST-1810,,,VERIFIED,VERIFIED,USDT,2500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,598.0,GLOBAL-VASP-C,2026-05-01T06:58:00+00:00,DERIVED-OTC-00195,EXECUTED,SNAP_BITCOIN_OTC,3,PASS
DA-V2-00196,OTC-SRC-1383,OTC-DST-1810,,,VERIFIED,UNKNOWN,USDC,5000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,1115.5,UNKNOWN_VASP,2026-05-02T07:15:00+00:00,DERIVED-OTC-00196,EXECUTED,SNAP_BITCOIN_OTC,3,REVIEW
DA-V2-00197,OTC-SRC-1585,OTC-DST-3129,,,VERIFIED,VERIFIED,BTC,2500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,2205.0,KR-VASP-B,2026-05-04T07:32:00+00:00,DERIVED-OTC-00197,PENDING_RESULT,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00198,OTC-SRC-2067,OTC-DST-57,,,VERIFIED,VERIFIED,ETH,10000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,4950.0,GLOBAL-VASP-C,2026-05-07T07:49:00+00:00,DERIVED-OTC-00198,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00199,OTC-SRC-1044,OTC-DST-2987,,,PENDING,VERIFIED,USDT,10000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,9450.0,KR-VASP-A,2026-05-10T08:06:00+00:00,DERIVED-OTC-00199,EXECUTED,SNAP_BITCOIN_OTC,1,REVIEW
DA-V2-00200,OTC-SRC-2129,OTC-DST-1802,,,VERIFIED,VERIFIED,USDC,500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,18900.0,KR-VASP-B,2026-05-12T08:23:00+00:00,DERIVED-OTC-00200,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00201,OTC-SRC-35,OTC-DST-2028,,,VERIFIED,VERIFIED,BTC,2500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,33.0,GLOBAL-VASP-C,2026-05-13T08:40:00+00:00,DERIVED-OTC-00201,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00202,OTC-SRC-2028,OTC-DST-3361,,,VERIFIED,VERIFIED,ETH,2500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,63.0,KR-VASP-A,2026-05-16T08:57:00+00:00,DERIVED-OTC-00202,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00203,OTC-SRC-1921,OTC-DST-1018,,,VERIFIED,VERIFIED,USDT,5000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,115.5,KR-VASP-B,2026-05-18T09:14:00+00:00,DERIVED-OTC-00203,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00204,OTC-SRC-1843,OTC-DST-2642,,,VERIFIED,VERIFIED,USDC,10000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,312.0,GLOBAL-VASP-C,2026-05-19T09:31:00+00:00,DERIVED-OTC-00204,PENDING_RESULT,SNAP_BITCOIN_OTC,6,PASS
DA-V2-00205,OTC-SRC-2141,OTC-DST-3347,,,VERIFIED,VERIFIED,BTC,500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-01-15T23:59:59+00:00,BTC,546.0,KR-VASP-A,2026-05-20T09:48:00+00:00,DERIVED-OTC-00205,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00206,OTC-SRC-2045,OTC-DST-1771,,,VERIFIED,VERIFIED,ETH,2500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,1067.0,KR-VASP-B,2026-05-22T10:05:00+00:00,DERIVED-OTC-00206,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00207,OTC-SRC-2028,OTC-DST-3412,,,VERIFIED,VERIFIED,USDT,2500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,2205.0,GLOBAL-VASP-C,2026-05-24T10:22:00+00:00,DERIVED-OTC-00207,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00208,OTC-SRC-35,OTC-DST-2969,,,PENDING,VERIFIED,USDC,5000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,4725.0,KR-VASP-A,2026-05-25T10:39:00+00:00,DERIVED-OTC-00208,EXECUTED,SNAP_BITCOIN_OTC,1,REVIEW
DA-V2-00209,OTC-SRC-546,OTC-DST-3473,,,VERIFIED,UNKNOWN,BTC,5000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,11250.0,UNKNOWN_VASP,2026-05-28T10:56:00+00:00,DERIVED-OTC-00209,EXECUTED,SNAP_BITCOIN_OTC,5,REVIEW
DA-V2-00210,OTC-SRC-2217,OTC-DST-3195,,,VERIFIED,VERIFIED,ETH,10000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,22500.0,GLOBAL-VASP-C,2026-05-31T11:13:00+00:00,DERIVED-OTC-00210,EXECUTED,SNAP_BITCOIN_OTC,5,BLOCK
DA-V2-00211,OTC-SRC-635,OTC-DST-1018,,,VERIFIED,VERIFIED,USDT,1000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,31.5,KR-VASP-A,2026-06-02T11:30:00+00:00,DERIVED-OTC-00211,PENDING_RESULT,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00212,OTC-SRC-1044,OTC-DST-1802,,,VERIFIED,VERIFIED,USDC,2500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,63.0,KR-VASP-B,2026-06-04T11:47:00+00:00,DERIVED-OTC-00212,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00213,OTC-SRC-1478,OTC-DST-1,,,VERIFIED,VERIFIED,BTC,5000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,115.5,GLOBAL-VASP-C,2026-06-06T12:04:00+00:00,DERIVED-OTC-00213,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00214,OTC-SRC-1693,OTC-DST-3300,,,FAILED,VERIFIED,ETH,500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,264.0,KR-VASP-A,2026-06-08T12:21:00+00:00,DERIVED-OTC-00214,EXECUTED,SNAP_BITCOIN_OTC,-2,REVIEW
DA-V2-00215,OTC-SRC-1620,OTC-DST-2388,,,VERIFIED,VERIFIED,USDT,1000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,572.0,KR-VASP-B,2026-06-10T12:38:00+00:00,DERIVED-OTC-00215,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00216,OTC-SRC-1316,OTC-DST-1316,,,VERIFIED,VERIFIED,USDC,1000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,1018.5,GLOBAL-VASP-C,2026-06-12T12:55:00+00:00,DERIVED-OTC-00216,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00217,OTC-SRC-353,OTC-DST-3596,,,FAILED,VERIFIED,BTC,2500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,2205.0,KR-VASP-A,2026-06-16T13:12:00+00:00,DERIVED-OTC-00217,EXECUTED,SNAP_BITCOIN_OTC,-1,REVIEW
DA-V2-00218,OTC-SRC-2173,OTC-DST-3591,,,VERIFIED,VERIFIED,ETH,5000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,4725.0,KR-VASP-B,2026-06-19T13:29:00+00:00,DERIVED-OTC-00218,PENDING_RESULT,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00219,OTC-SRC-2187,OTC-DST-1953,,,VERIFIED,VERIFIED,USDT,10000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,9450.0,GLOBAL-VASP-C,2026-06-22T13:46:00+00:00,DERIVED-OTC-00219,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00220,OTC-SRC-1677,OTC-DST-2728,,,VERIFIED,VERIFIED,USDC,1000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,19800.0,KR-VASP-A,2026-06-24T14:03:00+00:00,DERIVED-OTC-00220,EXECUTED,SNAP_BITCOIN_OTC,2,BLOCK
DA-V2-00221,OTC-SRC-6,OTC-DST-3641,,,VERIFIED,VERIFIED,BTC,1000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,31.5,KR-VASP-B,2026-06-27T14:20:00+00:00,DERIVED-OTC-00221,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00222,OTC-SRC-2227,OTC-DST-2642,,,VERIFIED,UNKNOWN,ETH,2500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-01-15T23:59:59+00:00,ETH,63.0,UNKNOWN_VASP,2026-01-01T14:37:00+00:00,DERIVED-OTC-00222,EXECUTED,SNAP_BITCOIN_OTC,1,REVIEW
DA-V2-00223,OTC-SRC-937,OTC-DST-3018,,,VERIFIED,VERIFIED,USDT,5000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,115.5,KR-VASP-A,2026-01-06T14:54:00+00:00,DERIVED-OTC-00223,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00224,OTC-SRC-1815,OTC-DST-35,,,VERIFIED,VERIFIED,USDC,10000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,252.0,KR-VASP-B,2026-01-11T15:11:00+00:00,DERIVED-OTC-00224,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00225,OTC-SRC-1991,OTC-DST-3389,,,VERIFIED,VERIFIED,BTC,500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,546.0,GLOBAL-VASP-C,2026-01-15T15:28:00+00:00,DERIVED-OTC-00225,PENDING_RESULT,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00226,OTC-SRC-1396,OTC-DST-3757,,,PENDING,VERIFIED,ETH,1000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,1018.5,KR-VASP-A,2026-01-20T15:45:00+00:00,DERIVED-OTC-00226,EXECUTED,SNAP_BITCOIN_OTC,1,REVIEW
DA-V2-00227,OTC-SRC-7,OTC-DST-3735,,,VERIFIED,VERIFIED,USDT,2500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,2205.0,KR-VASP-B,2026-01-23T16:02:00+00:00,DERIVED-OTC-00227,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00228,OTC-SRC-2192,OTC-DST-3756,,,VERIFIED,VERIFIED,USDC,500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,5175.0,GLOBAL-VASP-C,2026-01-27T16:19:00+00:00,DERIVED-OTC-00228,EXECUTED,SNAP_BITCOIN_OTC,3,BLOCK
DA-V2-00229,OTC-SRC-732,OTC-DST-3767,,,VERIFIED,VERIFIED,BTC,10000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,9450.0,KR-VASP-A,2026-02-01T16:36:00+00:00,DERIVED-OTC-00229,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00230,OTC-SRC-13,OTC-DST-2642,,,VERIFIED,VERIFIED,ETH,1000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,24300.0,KR-VASP-B,2026-02-04T16:53:00+00:00,DERIVED-OTC-00230,EXECUTED,SNAP_BITCOIN_OTC,7,BLOCK
DA-V2-00231,OTC-SRC-2067,OTC-DST-3699,,,VERIFIED,VERIFIED,USDT,2500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,33.0,GLOBAL-VASP-C,2026-02-07T17:10:00+00:00,DERIVED-OTC-00231,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00232,OTC-SRC-1317,OTC-DST-1859,,,VERIFIED,VERIFIED,USDC,2500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,63.0,KR-VASP-A,2026-02-11T17:27:00+00:00,DERIVED-OTC-00232,PENDING_RESULT,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00233,OTC-SRC-1946,OTC-DST-2625,,,VERIFIED,VERIFIED,BTC,5000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,115.5,KR-VASP-B,2026-02-14T17:44:00+00:00,DERIVED-OTC-00233,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
